id,y
149.0,65.0
150.0,65.0
151.0,70.0
152.0,56.0
153.0,59.0
154.0,60.0
155.0,83.0
156.0,86.0
157.0,59.0
158.0,59.0
159.0,99.0
160.0,86.0
161.0,73.0
162.0,53.0
163.0,69.0
164.0,81.0
165.0,71.0
166.0,71.0
167.0,50.0
168.0,57.0
169.0,81.0
170.0,78.0
171.0,74.0
172.0,91.0
173.0,84.0
174.0,81.0
175.0,60.0
176.0,45.0
177.0,89.0
178.0,50.0
179.0,69.0
180.0,57.0
181.0,49.0
182.0,61.0
183.0,68.0
184.0,76.0
185.0,84.0
186.0,51.0
187.0,80.0
188.0,80.0
189.0,83.0
190.0,72.0
191.0,53.0
192.0,99.0
193.0,78.0
194.0,56.0
195.0,75.0
196.0,53.0
197.0,51.0
198.0,85.0
199.0,72.0
200.0,49.0
201.0,70.0
202.0,66.0
203.0,71.0
204.0,95.0
205.0,80.0
206.0,80.0
207.0,49.0
208.0,65.0
209.0,79.0
210.0,62.0
211.0,78.0
212.0,80.0
213.0,63.0
214.0,99.0
215.0,64.0
216.0,63.0
217.0,68.0
218.0,64.0
219.0,73.0
220.0,57.0
221.0,42.0
222.0,52.0
223.0,54.0
224.0,53.0
225.0,62.0
226.0,56.0
227.0,49.0
228.0,78.0
229.0,67.0
230.0,48.0
231.0,73.0
232.0,71.0
233.0,75.0
234.0,81.0
235.0,55.0
236.0,79.0
237.0,55.0
238.0,59.0
239.0,66.0
240.0,59.0
241.0,66.0
242.0,73.0
243.0,74.0
244.0,45.0
245.0,85.0
246.0,64.0
247.0,51.0
248.0,70.0
249.0,76.0
250.0,62.0
251.0,54.0
252.0,56.0
253.0,54.0
254.0,72.0
255.0,58.0
256.0,60.0
257.0,68.0
258.0,58.0
259.0,90.0
260.0,58.0
261.0,54.0
262.0,76.0
263.0,62.0
264.0,78.0
265.0,60.0
266.0,69.0
267.0,59.0
268.0,82.0
269.0,60.0
270.0,56.0
271.0,56.0
272.0,58.0
273.0,63.0
274.0,88.0
275.0,61.0
276.0,69.0
277.0,61.0
278.0,62.0
279.0,56.0
280.0,65.0
281.0,65.0
282.0,48.0
283.0,64.0
284.0,67.0
285.0,49.0
286.0,72.0
287.0,51.0
288.0,72.0
289.0,74.0
290.0,63.0
291.0,57.0
292.0,56.0
293.0,83.0
294.0,79.0
295.0,56.0
296.0,65.0
297.0,68.0
298.0,82.0
299.0,64.0
300.0,79.0
301.0,58.0
302.0,55.0
303.0,71.0
304.0,68.0
305.0,71.0
306.0,43.0
307.0,55.0
308.0,58.0
309.0,64.0
310.0,68.0
311.0,75.0
312.0,76.0
313.0,57.0
314.0,48.0
315.0,66.0
316.0,60.0
317.0,70.0
318.0,66.0
319.0,54.0
320.0,42.0
321.0,96.0
322.0,91.0
323.0,72.0
324.0,74.0
325.0,72.0
326.0,60.0
327.0,75.0
328.0,50.0
329.0,53.0
330.0,59.0
331.0,61.0
332.0,53.0
333.0,79.0
334.0,71.0
335.0,47.0
336.0,71.0
337.0,54.0
338.0,67.0
339.0,85.0
340.0,84.0
341.0,54.0
342.0,62.0
343.0,69.0
344.0,65.0
345.0,79.0
346.0,99.0
347.0,79.0
348.0,82.0
349.0,71.0
350.0,83.0
351.0,68.0
352.0,77.0
353.0,59.0
354.0,72.0
355.0,76.0
356.0,78.0
357.0,49.0
358.0,74.0
359.0,69.0
360.0,63.0
361.0,82.0
362.0,70.0
363.0,66.0
364.0,78.0
365.0,77.0
366.0,61.0
367.0,71.0
368.0,53.0
369.0,62.0
370.0,75.0
371.0,63.0
372.0,65.0
373.0,71.0
374.0,55.0
375.0,56.0
376.0,65.0
377.0,63.0
378.0,99.0
379.0,77.0
380.0,67.0
381.0,94.0
382.0,78.0
383.0,80.0
384.0,93.0
385.0,96.0
386.0,60.0
387.0,83.0
388.0,64.0
389.0,80.0
390.0,59.0
391.0,65.0
392.0,71.0
393.0,47.0
394.0,46.0
395.0,59.0
396.0,80.0
397.0,49.0
398.0,66.0
399.0,61.0
400.0,67.0
401.0,67.0
402.0,55.0
403.0,54.0
404.0,77.0
405.0,65.0
406.0,68.0
407.0,79.0
408.0,82.0
409.0,99.0
410.0,52.0
411.0,99.0
412.0,79.0
413.0,61.0
414.0,60.0
415.0,49.0
416.0,68.0
417.0,93.0
418.0,70.0
419.0,57.0
420.0,87.0
421.0,87.0
422.0,88.0
423.0,62.0
424.0,62.0
425.0,94.0
426.0,54.0
427.0,55.0
428.0,70.0
429.0,78.0
430.0,55.0
431.0,60.0
432.0,53.0
433.0,88.0
434.0,52.0
435.0,72.0
436.0,63.0
437.0,77.0
438.0,48.0
439.0,58.0
440.0,73.0
441.0,77.0
442.0,99.0
443.0,86.0
444.0,96.0
445.0,74.0
446.0,62.0
447.0,66.0
448.0,73.0
449.0,72.0
450.0,51.0
451.0,68.0
452.0,51.0
453.0,68.0
454.0,58.0
455.0,49.0
456.0,61.0
457.0,74.0
458.0,95.0
459.0,61.0
460.0,76.0
461.0,73.0
462.0,85.0
463.0,59.0
464.0,99.0
465.0,62.0
466.0,58.0
467.0,78.0
468.0,61.0
469.0,58.0
470.0,58.0
471.0,62.0
472.0,63.0
473.0,65.0
474.0,94.0
475.0,65.0
476.0,58.0
477.0,58.0
478.0,87.0
479.0,59.0
480.0,76.0
481.0,70.0
482.0,58.0
483.0,65.0
484.0,61.0
485.0,58.0
486.0,52.0
487.0,77.0
488.0,75.0
489.0,93.0
490.0,67.0
491.0,85.0
492.0,90.0
493.0,72.0
494.0,99.0
495.0,62.0
496.0,77.0
497.0,75.0
498.0,65.0
499.0,62.0
500.0,57.0
501.0,66.0
502.0,68.0
503.0,74.0
504.0,73.0
505.0,69.0
506.0,55.0
507.0,78.0
508.0,62.0
509.0,53.0
510.0,61.0
511.0,91.0
512.0,61.0
513.0,62.0
514.0,66.0
515.0,72.0
516.0,63.0
517.0,68.0
518.0,63.0
519.0,86.0
520.0,90.0
521.0,99.0
522.0,77.0
523.0,81.0
524.0,64.0
525.0,48.0
526.0,61.0
527.0,78.0
528.0,94.0
529.0,55.0
530.0,68.0
531.0,62.0
532.0,86.0
533.0,65.0
534.0,48.0
535.0,62.0
536.0,89.0
537.0,61.0
538.0,58.0
539.0,86.0
540.0,83.0
541.0,69.0
542.0,77.0
543.0,61.0
544.0,58.0
545.0,53.0
546.0,62.0
547.0,56.0
548.0,45.0
549.0,55.0
550.0,65.0
551.0,65.0
552.0,73.0
553.0,71.0
554.0,69.0
555.0,56.0
556.0,61.0
557.0,75.0
558.0,79.0
559.0,60.0
560.0,87.0
561.0,47.0
562.0,59.0
563.0,70.0
564.0,56.0
565.0,75.0
566.0,56.0
567.0,86.0
568.0,84.0
569.0,71.0
570.0,65.0
571.0,68.0
572.0,72.0
573.0,75.0
574.0,61.0
575.0,51.0
576.0,68.0
577.0,87.0
578.0,99.0
579.0,63.0
580.0,70.0
581.0,63.0
582.0,61.0
583.0,70.0
584.0,58.0
585.0,74.0
586.0,73.0
587.0,64.0
588.0,77.0
589.0,73.0
590.0,70.0
591.0,58.0
592.0,57.0
593.0,77.0
594.0,46.0
595.0,78.0
596.0,54.0
597.0,66.0
598.0,74.0
599.0,63.0
600.0,57.0
601.0,51.0
602.0,55.0
603.0,57.0
604.0,47.0
605.0,84.0
606.0,46.0
607.0,88.0
608.0,64.0
609.0,64.0
610.0,71.0
611.0,54.0
612.0,48.0
613.0,61.0
614.0,61.0
615.0,80.0
616.0,71.0
617.0,74.0
618.0,54.0
619.0,80.0
620.0,48.0
621.0,89.0
622.0,55.0
623.0,61.0
624.0,69.0
625.0,58.0
626.0,71.0
627.0,80.0
628.0,83.0
629.0,79.0
630.0,66.0
631.0,66.0
632.0,48.0
633.0,53.0
634.0,92.0
635.0,73.0
636.0,76.0
637.0,58.0
638.0,55.0
639.0,48.0
640.0,60.0
641.0,68.0
642.0,71.0
643.0,70.0
644.0,50.0
645.0,57.0
646.0,71.0
647.0,58.0
648.0,56.0
649.0,59.0
650.0,61.0
651.0,58.0
652.0,76.0
653.0,62.0
654.0,65.0
655.0,70.0
656.0,74.0
657.0,58.0
658.0,75.0
659.0,68.0
660.0,61.0
661.0,62.0
662.0,61.0
663.0,54.0
664.0,63.0
665.0,70.0
666.0,59.0
667.0,70.0
668.0,87.0
669.0,76.0
670.0,80.0
671.0,61.0
672.0,95.0
673.0,63.0
674.0,64.0
675.0,55.0
676.0,80.0
677.0,79.0
678.0,57.0
679.0,84.0
680.0,99.0
681.0,88.0
682.0,72.0
683.0,61.0
684.0,74.0
685.0,78.0
686.0,99.0
687.0,72.0
688.0,76.0
689.0,46.0
690.0,99.0
691.0,83.0
692.0,50.0
693.0,60.0
694.0,88.0
695.0,52.0
696.0,62.0
697.0,42.0
698.0,66.0
699.0,93.0
700.0,99.0
701.0,68.0
702.0,86.0
703.0,71.0
704.0,79.0
705.0,62.0
706.0,54.0
707.0,93.0
708.0,82.0
709.0,81.0
710.0,53.0
711.0,81.0
712.0,62.0
713.0,63.0
714.0,79.0
715.0,52.0
716.0,77.0
717.0,52.0
718.0,70.0
719.0,54.0
720.0,71.0
721.0,50.0
722.0,74.0
723.0,70.0
724.0,63.0
725.0,69.0
726.0,64.0
727.0,55.0
728.0,83.0
729.0,96.0
730.0,81.0
731.0,90.0
732.0,76.0
733.0,67.0
734.0,88.0
735.0,72.0
736.0,72.0
737.0,74.0
738.0,85.0
739.0,46.0
740.0,77.0
741.0,87.0
742.0,66.0
743.0,61.0
744.0,57.0
745.0,75.0
746.0,43.0
747.0,56.0
748.0,77.0
749.0,50.0
750.0,64.0
751.0,63.0
752.0,58.0
753.0,68.0
754.0,51.0
755.0,82.0
756.0,72.0
757.0,57.0
758.0,58.0
759.0,84.0
760.0,92.0
761.0,83.0
762.0,66.0
763.0,70.0
764.0,64.0
765.0,79.0
766.0,61.0
767.0,56.0
768.0,74.0
769.0,80.0
770.0,72.0
771.0,86.0
772.0,58.0
773.0,54.0
774.0,74.0
775.0,31.0
776.0,56.0
777.0,95.0
778.0,71.0
779.0,65.0
780.0,62.0
781.0,91.0
782.0,45.0
783.0,65.0
784.0,57.0
785.0,71.0
786.0,71.0
787.0,73.0
788.0,61.0
789.0,68.0
790.0,74.0
791.0,75.0
792.0,61.0
793.0,79.0
794.0,61.0
795.0,70.0
796.0,88.0
797.0,81.0
798.0,50.0
799.0,49.0
800.0,62.0
801.0,58.0
802.0,86.0
803.0,51.0
804.0,88.0
805.0,53.0
806.0,53.0
807.0,62.0
808.0,77.0
809.0,86.0
810.0,53.0
811.0,63.0
812.0,93.0
813.0,64.0
814.0,47.0
815.0,99.0
816.0,73.0
817.0,57.0
818.0,64.0
819.0,55.0
820.0,71.0
821.0,48.0
822.0,75.0
823.0,56.0
824.0,59.0
825.0,61.0
826.0,80.0
827.0,67.0
828.0,49.0
829.0,63.0
830.0,87.0
831.0,74.0
832.0,77.0
833.0,53.0
834.0,65.0
835.0,82.0
836.0,65.0
837.0,65.0
838.0,51.0
839.0,69.0
840.0,63.0
841.0,56.0
842.0,81.0
843.0,66.0
844.0,64.0
845.0,49.0
846.0,60.0
847.0,64.0
848.0,81.0
849.0,78.0
850.0,72.0
851.0,56.0
852.0,63.0
853.0,66.0
854.0,56.0
855.0,59.0
856.0,85.0
857.0,74.0
858.0,59.0
859.0,73.0
860.0,52.0
861.0,56.0
862.0,71.0
863.0,99.0
864.0,59.0
865.0,63.0
866.0,75.0
867.0,73.0
868.0,49.0
869.0,69.0
870.0,77.0
871.0,85.0
872.0,51.0
873.0,99.0
874.0,72.0
875.0,48.0
876.0,50.0
877.0,65.0
878.0,54.0
879.0,99.0
880.0,86.0
881.0,47.0
882.0,54.0
883.0,98.0
884.0,77.0
885.0,55.0
886.0,69.0
887.0,48.0
888.0,60.0
889.0,55.0
890.0,44.0
891.0,71.0
892.0,91.0
893.0,94.0
894.0,44.0
895.0,81.0
896.0,99.0
897.0,47.0
898.0,58.0
899.0,59.0
900.0,65.0
901.0,46.0
902.0,66.0
903.0,70.0
904.0,56.0
905.0,73.0
906.0,99.0
907.0,58.0
908.0,63.0
909.0,61.0
910.0,52.0
911.0,59.0
912.0,52.0
913.0,74.0
914.0,66.0
915.0,99.0
916.0,79.0
917.0,72.0
918.0,51.0
919.0,76.0
920.0,44.0
921.0,74.0
922.0,97.0
923.0,60.0
924.0,57.0
925.0,68.0
926.0,58.0
927.0,49.0
928.0,73.0
929.0,57.0
930.0,41.0
931.0,63.0
932.0,57.0
933.0,68.0
934.0,84.0
935.0,50.0
936.0,64.0
937.0,45.0
938.0,84.0
939.0,61.0
940.0,84.0
941.0,65.0
942.0,54.0
943.0,54.0
944.0,70.0
945.0,57.0
946.0,74.0
947.0,64.0
948.0,91.0
949.0,34.0
950.0,55.0
951.0,63.0
952.0,57.0
953.0,68.0
954.0,72.0
955.0,63.0
956.0,62.0
957.0,62.0
958.0,72.0
959.0,68.0
960.0,82.0
961.0,53.0
962.0,71.0
963.0,76.0
964.0,64.0
965.0,73.0
966.0,71.0
967.0,82.0
968.0,99.0
969.0,67.0
970.0,56.0
971.0,47.0
972.0,65.0
973.0,82.0
974.0,64.0
975.0,64.0
976.0,58.0
977.0,34.0
978.0,82.0
979.0,81.0
980.0,60.0
981.0,61.0
982.0,74.0
983.0,75.0
984.0,53.0
985.0,79.0
986.0,52.0
987.0,99.0
988.0,41.0
989.0,72.0
990.0,72.0
991.0,76.0
992.0,67.0
993.0,53.0
994.0,48.0
995.0,79.0
996.0,63.0
997.0,41.0
998.0,67.0
999.0,58.0
1000.0,44.0
1001.0,71.0
1002.0,88.0
1003.0,59.0
1004.0,61.0
1005.0,73.0
1006.0,58.0
1007.0,57.0
1008.0,75.0
1009.0,99.0
1010.0,57.0
1011.0,71.0
1012.0,94.0
1013.0,56.0
1014.0,71.0
1015.0,85.0
1016.0,48.0
1017.0,83.0
1018.0,66.0
1019.0,99.0
1020.0,99.0
1021.0,47.0
1022.0,52.0
1023.0,53.0
1024.0,50.0
1025.0,51.0
1026.0,99.0
1027.0,80.0
1028.0,66.0
1029.0,84.0
1030.0,52.0
1031.0,71.0
1032.0,81.0
1033.0,57.0
1034.0,61.0
1035.0,84.0
1036.0,99.0
1037.0,61.0
1038.0,56.0
1039.0,57.0
1040.0,78.0
1041.0,80.0
1042.0,53.0
1043.0,59.0
1044.0,65.0
1045.0,68.0
1046.0,56.0
1047.0,69.0
1048.0,71.0
1049.0,64.0
1050.0,49.0
1051.0,63.0
1052.0,78.0
1053.0,81.0
1054.0,82.0
1055.0,50.0
1056.0,51.0
1057.0,72.0
1058.0,48.0
1059.0,51.0
1060.0,81.0
1061.0,84.0
1062.0,65.0
1063.0,51.0
1064.0,70.0
1065.0,47.0
1066.0,61.0
1067.0,81.0
1068.0,67.0
1069.0,68.0
1070.0,56.0
1071.0,60.0
1072.0,58.0
1073.0,58.0
1074.0,90.0
1075.0,99.0
1076.0,55.0
1077.0,71.0
1078.0,80.0
1079.0,75.0
1080.0,99.0
1081.0,53.0
1082.0,80.0
1083.0,88.0
1084.0,50.0
1085.0,62.0
1086.0,65.0
1087.0,49.0
1088.0,64.0
1089.0,83.0
1090.0,74.0
1091.0,45.0
1092.0,86.0
1093.0,88.0
1094.0,78.0
1095.0,80.0
1096.0,52.0
1097.0,59.0
1098.0,60.0
1099.0,82.0
1100.0,76.0
1101.0,46.0
1102.0,46.0
1103.0,66.0
1104.0,85.0
1105.0,43.0
1106.0,65.0
1107.0,49.0
1108.0,61.0
1109.0,59.0
1110.0,65.0
1111.0,82.0
1112.0,55.0
1113.0,69.0
1114.0,95.0
1115.0,67.0
1116.0,76.0
1117.0,77.0
1118.0,60.0
1119.0,58.0
1120.0,58.0
1121.0,59.0
1122.0,73.0
1123.0,65.0
1124.0,65.0
1125.0,89.0
1126.0,75.0
1127.0,90.0
1128.0,51.0
1129.0,77.0
1130.0,81.0
1131.0,82.0
1132.0,62.0
1133.0,96.0
1134.0,56.0
1135.0,55.0
1136.0,51.0
1137.0,55.0
1138.0,78.0
1139.0,59.0
1140.0,67.0
1141.0,64.0
1142.0,74.0
1143.0,76.0
1144.0,46.0
1145.0,72.0
1146.0,63.0
1147.0,88.0
1148.0,77.0
1149.0,62.0
1150.0,43.0
1151.0,66.0
1152.0,84.0
1153.0,84.0
1154.0,48.0
1155.0,66.0
1156.0,78.0
1157.0,76.0
1158.0,85.0
1159.0,73.0
1160.0,50.0
1161.0,55.0
1162.0,66.0
1163.0,74.0
1164.0,71.0
1165.0,64.0
1166.0,73.0
1167.0,76.0
1168.0,54.0
1169.0,57.0
1170.0,69.0
1171.0,65.0
1172.0,68.0
1173.0,60.0
1174.0,78.0
1175.0,49.0
1176.0,95.0
1177.0,56.0
1178.0,99.0
1179.0,70.0
1180.0,61.0
1181.0,81.0
1182.0,79.0
1183.0,47.0
1184.0,66.0
1185.0,54.0
1186.0,58.0
1187.0,75.0
1188.0,85.0
1189.0,78.0
1190.0,62.0
1191.0,54.0
1192.0,82.0
1193.0,76.0
1194.0,45.0
1195.0,71.0
1196.0,80.0
1197.0,51.0
1198.0,71.0
1199.0,55.0
1200.0,66.0
1201.0,67.0
1202.0,73.0
1203.0,55.0
1204.0,57.0
1205.0,62.0
1206.0,56.0
1207.0,89.0
1208.0,63.0
1209.0,73.0
1210.0,66.0
1211.0,45.0
